[2017-05-03 21:42:10,039] INFO: Run GoogleQuerySpellingChecker
[2017-05-03 22:49:29,917] INFO: UniqueRatio_Trigram_question1_1D (1D): corr = 0.042521
[2017-05-03 22:49:29,946] INFO: UniqueRatio_Trigram_question2_1D (1D): corr = 0.028997
[2017-05-03 23:02:53,252] INFO: IntersectCount_Unigram_question1_x_question2_1D (1D): corr = 0.138764
[2017-05-03 23:02:53,552] INFO: IntersectCount_Bigram_question1_x_question2_1D (1D): corr = 0.206246
[2017-05-03 23:02:53,849] INFO: IntersectCount_Trigram_question1_x_question2_1D (1D): corr = 0.144027
[2017-05-03 23:02:54,080] INFO: IntersectRatio_Unigram_question1_x_question2_1D (1D): corr = 0.346215
[2017-05-03 23:02:54,354] INFO: IntersectRatio_Bigram_question1_x_question2_1D (1D): corr = 0.321471
[2017-05-03 23:02:54,664] INFO: IntersectRatio_Trigram_question1_x_question2_1D (1D): corr = 0.233914
[2017-05-03 23:02:54,972] INFO: CooccurrenceCount_Unigram_question1_x_question2_1D (1D): corr = 0.073651
[2017-05-03 23:02:55,299] INFO: CooccurrenceCount_Bigram_question1_x_question2_1D (1D): corr = 0.192895
[2017-05-03 23:02:55,634] INFO: CooccurrenceCount_Trigram_question1_x_question2_1D (1D): corr = 0.142555
[2017-05-03 23:02:55,937] INFO: CooccurrenceRatio_Unigram_question1_x_question2_1D (1D): corr = 0.305923
[2017-05-03 23:02:56,261] INFO: CooccurrenceRatio_Bigram_question1_x_question2_1D (1D): corr = 0.298779
[2017-05-03 23:02:56,586] INFO: CooccurrenceRatio_Trigram_question1_x_question2_1D (1D): corr = 0.222539
[2017-05-03 23:02:56,824] INFO: IntersectCount_Unigram_question2_x_question1_1D (1D): corr = 0.139969
[2017-05-03 23:02:57,110] INFO: IntersectCount_Bigram_question2_x_question1_1D (1D): corr = 0.207488
[2017-05-03 23:02:57,399] INFO: IntersectCount_Trigram_question2_x_question1_1D (1D): corr = 0.146132
[2017-05-03 23:02:57,628] INFO: IntersectRatio_Unigram_question2_x_question1_1D (1D): corr = 0.342957
[2017-05-03 23:02:57,906] INFO: IntersectRatio_Bigram_question2_x_question1_1D (1D): corr = 0.310295
[2017-05-03 23:02:58,198] INFO: IntersectRatio_Trigram_question2_x_question1_1D (1D): corr = 0.222158
[2017-05-03 23:02:58,497] INFO: CooccurrenceCount_Unigram_question2_x_question1_1D (1D): corr = 0.073651
[2017-05-03 23:02:58,811] INFO: CooccurrenceCount_Bigram_question2_x_question1_1D (1D): corr = 0.192895
[2017-05-03 23:02:59,130] INFO: CooccurrenceCount_Trigram_question2_x_question1_1D (1D): corr = 0.142555
[2017-05-03 23:02:59,425] INFO: CooccurrenceRatio_Unigram_question2_x_question1_1D (1D): corr = 0.305923
[2017-05-03 23:02:59,740] INFO: CooccurrenceRatio_Bigram_question2_x_question1_1D (1D): corr = 0.298779
[2017-05-03 23:03:00,064] INFO: CooccurrenceRatio_Trigram_question2_x_question1_1D (1D): corr = 0.222539
[2017-05-03 23:08:45,197] INFO: IntersectCount_Unigram_question1_x_question2_1D (1D): corr = 0.138764
[2017-05-03 23:08:45,483] INFO: IntersectCount_Bigram_question1_x_question2_1D (1D): corr = 0.206246
[2017-05-03 23:08:45,794] INFO: IntersectCount_Trigram_question1_x_question2_1D (1D): corr = 0.144027
[2017-05-03 23:08:46,023] INFO: IntersectRatio_Unigram_question1_x_question2_1D (1D): corr = 0.346215
[2017-05-03 23:08:46,309] INFO: IntersectRatio_Bigram_question1_x_question2_1D (1D): corr = 0.321471
[2017-05-03 23:08:46,604] INFO: IntersectRatio_Trigram_question1_x_question2_1D (1D): corr = 0.233914
[2017-05-03 23:08:46,905] INFO: CooccurrenceCount_Unigram_question1_x_question2_1D (1D): corr = 0.073651
[2017-05-03 23:08:47,235] INFO: CooccurrenceCount_Bigram_question1_x_question2_1D (1D): corr = 0.192895
[2017-05-03 23:08:47,545] INFO: CooccurrenceCount_Trigram_question1_x_question2_1D (1D): corr = 0.142555
[2017-05-03 23:08:47,848] INFO: CooccurrenceRatio_Unigram_question1_x_question2_1D (1D): corr = 0.305923
[2017-05-03 23:08:48,168] INFO: CooccurrenceRatio_Bigram_question1_x_question2_1D (1D): corr = 0.298779
[2017-05-03 23:08:48,494] INFO: CooccurrenceRatio_Trigram_question1_x_question2_1D (1D): corr = 0.222539
[2017-05-03 23:08:48,725] INFO: IntersectCount_Unigram_question2_x_question1_1D (1D): corr = 0.139969
[2017-05-03 23:08:49,010] INFO: IntersectCount_Bigram_question2_x_question1_1D (1D): corr = 0.207488
[2017-05-03 23:08:49,318] INFO: IntersectCount_Trigram_question2_x_question1_1D (1D): corr = 0.146132
[2017-05-03 23:08:49,587] INFO: IntersectRatio_Unigram_question2_x_question1_1D (1D): corr = 0.342957
[2017-05-03 23:08:49,884] INFO: IntersectRatio_Bigram_question2_x_question1_1D (1D): corr = 0.310295
[2017-05-03 23:08:50,188] INFO: IntersectRatio_Trigram_question2_x_question1_1D (1D): corr = 0.222158
[2017-05-03 23:08:50,494] INFO: CooccurrenceCount_Unigram_question2_x_question1_1D (1D): corr = 0.073651
[2017-05-03 23:08:50,825] INFO: CooccurrenceCount_Bigram_question2_x_question1_1D (1D): corr = 0.192895
[2017-05-03 23:08:51,156] INFO: CooccurrenceCount_Trigram_question2_x_question1_1D (1D): corr = 0.142555
[2017-05-03 23:08:51,456] INFO: CooccurrenceRatio_Unigram_question2_x_question1_1D (1D): corr = 0.305923
[2017-05-03 23:08:51,772] INFO: CooccurrenceRatio_Bigram_question2_x_question1_1D (1D): corr = 0.298779
[2017-05-03 23:08:52,091] INFO: CooccurrenceRatio_Trigram_question2_x_question1_1D (1D): corr = 0.222539
[2017-05-03 23:13:43,724] INFO: IntersectCount_Unigram_question1_x_question2_1D (1D): corr = 0.138764
[2017-05-03 23:13:44,027] INFO: IntersectCount_Bigram_question1_x_question2_1D (1D): corr = 0.206246
[2017-05-03 23:13:44,342] INFO: IntersectCount_Trigram_question1_x_question2_1D (1D): corr = 0.144027
[2017-05-03 23:13:44,572] INFO: IntersectRatio_Unigram_question1_x_question2_1D (1D): corr = 0.346215
[2017-05-03 23:13:44,861] INFO: IntersectRatio_Bigram_question1_x_question2_1D (1D): corr = 0.321471
[2017-05-03 23:13:45,167] INFO: IntersectRatio_Trigram_question1_x_question2_1D (1D): corr = 0.233914
[2017-05-03 23:13:45,462] INFO: CooccurrenceCount_Unigram_question1_x_question2_1D (1D): corr = 0.073651
[2017-05-03 23:13:45,784] INFO: CooccurrenceCount_Bigram_question1_x_question2_1D (1D): corr = 0.192895
[2017-05-03 23:13:46,102] INFO: CooccurrenceCount_Trigram_question1_x_question2_1D (1D): corr = 0.142555
[2017-05-03 23:13:46,395] INFO: CooccurrenceRatio_Unigram_question1_x_question2_1D (1D): corr = 0.305923
[2017-05-03 23:13:46,705] INFO: CooccurrenceRatio_Bigram_question1_x_question2_1D (1D): corr = 0.298779
[2017-05-03 23:13:47,024] INFO: CooccurrenceRatio_Trigram_question1_x_question2_1D (1D): corr = 0.222539
[2017-05-03 23:13:47,251] INFO: IntersectCount_Unigram_question2_x_question1_1D (1D): corr = 0.139969
[2017-05-03 23:13:47,552] INFO: IntersectCount_Bigram_question2_x_question1_1D (1D): corr = 0.207488
[2017-05-03 23:13:47,862] INFO: IntersectCount_Trigram_question2_x_question1_1D (1D): corr = 0.146132
[2017-05-03 23:13:48,099] INFO: IntersectRatio_Unigram_question2_x_question1_1D (1D): corr = 0.342957
[2017-05-03 23:13:48,390] INFO: IntersectRatio_Bigram_question2_x_question1_1D (1D): corr = 0.310295
[2017-05-03 23:13:48,694] INFO: IntersectRatio_Trigram_question2_x_question1_1D (1D): corr = 0.222158
[2017-05-03 23:13:49,002] INFO: CooccurrenceCount_Unigram_question2_x_question1_1D (1D): corr = 0.073651
[2017-05-03 23:13:49,314] INFO: CooccurrenceCount_Bigram_question2_x_question1_1D (1D): corr = 0.192895
[2017-05-03 23:13:49,635] INFO: CooccurrenceCount_Trigram_question2_x_question1_1D (1D): corr = 0.142555
[2017-05-03 23:13:49,935] INFO: CooccurrenceRatio_Unigram_question2_x_question1_1D (1D): corr = 0.305923
[2017-05-03 23:13:50,245] INFO: CooccurrenceRatio_Bigram_question2_x_question1_1D (1D): corr = 0.298779
[2017-05-03 23:13:50,560] INFO: CooccurrenceRatio_Trigram_question2_x_question1_1D (1D): corr = 0.222539
[2017-05-03 23:13:50,787] INFO: IntersectCount_Unigram_question1_x_question2_1D (1D): corr = 0.138764
[2017-05-03 23:13:51,067] INFO: IntersectCount_Bigram_question1_x_question2_1D (1D): corr = 0.206246
[2017-05-03 23:13:51,359] INFO: IntersectCount_Trigram_question1_x_question2_1D (1D): corr = 0.144027
[2017-05-03 23:13:51,582] INFO: IntersectRatio_Unigram_question1_x_question2_1D (1D): corr = 0.346215
[2017-05-03 23:13:51,853] INFO: IntersectRatio_Bigram_question1_x_question2_1D (1D): corr = 0.321471
[2017-05-03 23:13:52,158] INFO: IntersectRatio_Trigram_question1_x_question2_1D (1D): corr = 0.233914
[2017-05-03 23:13:52,451] INFO: CooccurrenceCount_Unigram_question1_x_question2_1D (1D): corr = 0.073651
[2017-05-03 23:13:52,763] INFO: CooccurrenceCount_Bigram_question1_x_question2_1D (1D): corr = 0.192895
[2017-05-03 23:13:53,088] INFO: CooccurrenceCount_Trigram_question1_x_question2_1D (1D): corr = 0.142555
[2017-05-03 23:13:53,387] INFO: CooccurrenceRatio_Unigram_question1_x_question2_1D (1D): corr = 0.305923
[2017-05-03 23:13:53,697] INFO: CooccurrenceRatio_Bigram_question1_x_question2_1D (1D): corr = 0.298779
[2017-05-03 23:13:54,017] INFO: CooccurrenceRatio_Trigram_question1_x_question2_1D (1D): corr = 0.222539
[2017-05-03 23:13:54,242] INFO: IntersectCount_Unigram_question2_x_question1_1D (1D): corr = 0.139969
[2017-05-03 23:13:54,526] INFO: IntersectCount_Bigram_question2_x_question1_1D (1D): corr = 0.207488
[2017-05-03 23:13:54,832] INFO: IntersectCount_Trigram_question2_x_question1_1D (1D): corr = 0.146132
[2017-05-03 23:13:55,054] INFO: IntersectRatio_Unigram_question2_x_question1_1D (1D): corr = 0.342957
[2017-05-03 23:13:55,335] INFO: IntersectRatio_Bigram_question2_x_question1_1D (1D): corr = 0.310295
[2017-05-03 23:13:55,632] INFO: IntersectRatio_Trigram_question2_x_question1_1D (1D): corr = 0.222158
[2017-05-03 23:13:55,938] INFO: CooccurrenceCount_Unigram_question2_x_question1_1D (1D): corr = 0.073651
[2017-05-03 23:13:56,250] INFO: CooccurrenceCount_Bigram_question2_x_question1_1D (1D): corr = 0.192895
[2017-05-03 23:13:56,568] INFO: CooccurrenceCount_Trigram_question2_x_question1_1D (1D): corr = 0.142555
[2017-05-03 23:13:56,867] INFO: CooccurrenceRatio_Unigram_question2_x_question1_1D (1D): corr = 0.305923
[2017-05-03 23:13:57,177] INFO: CooccurrenceRatio_Bigram_question2_x_question1_1D (1D): corr = 0.298779
[2017-05-03 23:13:57,493] INFO: CooccurrenceRatio_Trigram_question2_x_question1_1D (1D): corr = 0.222539
[2017-05-03 23:13:57,727] INFO: IntersectCount_Unigram_question1_x_question2_1D (1D): corr = 0.138764
[2017-05-03 23:13:58,005] INFO: IntersectCount_Bigram_question1_x_question2_1D (1D): corr = 0.206246
[2017-05-03 23:13:58,302] INFO: IntersectCount_Trigram_question1_x_question2_1D (1D): corr = 0.144027
[2017-05-03 23:13:58,557] INFO: IntersectRatio_Unigram_question1_x_question2_1D (1D): corr = 0.346215
[2017-05-03 23:13:58,848] INFO: IntersectRatio_Bigram_question1_x_question2_1D (1D): corr = 0.321471
[2017-05-03 23:13:59,154] INFO: IntersectRatio_Trigram_question1_x_question2_1D (1D): corr = 0.233914
[2017-05-03 23:13:59,465] INFO: CooccurrenceCount_Unigram_question1_x_question2_1D (1D): corr = 0.073651
[2017-05-03 23:13:59,773] INFO: CooccurrenceCount_Bigram_question1_x_question2_1D (1D): corr = 0.192895
[2017-05-03 23:14:00,095] INFO: CooccurrenceCount_Trigram_question1_x_question2_1D (1D): corr = 0.142555
[2017-05-03 23:14:00,388] INFO: CooccurrenceRatio_Unigram_question1_x_question2_1D (1D): corr = 0.305923
[2017-05-03 23:14:00,699] INFO: CooccurrenceRatio_Bigram_question1_x_question2_1D (1D): corr = 0.298779
[2017-05-03 23:14:01,031] INFO: CooccurrenceRatio_Trigram_question1_x_question2_1D (1D): corr = 0.222539
[2017-05-03 23:14:01,254] INFO: IntersectCount_Unigram_question2_x_question1_1D (1D): corr = 0.139969
[2017-05-03 23:14:01,541] INFO: IntersectCount_Bigram_question2_x_question1_1D (1D): corr = 0.207488
[2017-05-03 23:14:01,836] INFO: IntersectCount_Trigram_question2_x_question1_1D (1D): corr = 0.146132
[2017-05-03 23:14:02,066] INFO: IntersectRatio_Unigram_question2_x_question1_1D (1D): corr = 0.342957
[2017-05-03 23:14:02,340] INFO: IntersectRatio_Bigram_question2_x_question1_1D (1D): corr = 0.310295
[2017-05-03 23:14:02,635] INFO: IntersectRatio_Trigram_question2_x_question1_1D (1D): corr = 0.222158
[2017-05-03 23:14:02,935] INFO: CooccurrenceCount_Unigram_question2_x_question1_1D (1D): corr = 0.073651
[2017-05-03 23:14:03,249] INFO: CooccurrenceCount_Bigram_question2_x_question1_1D (1D): corr = 0.192895
[2017-05-03 23:14:03,567] INFO: CooccurrenceCount_Trigram_question2_x_question1_1D (1D): corr = 0.142555
[2017-05-03 23:14:03,871] INFO: CooccurrenceRatio_Unigram_question2_x_question1_1D (1D): corr = 0.305923
[2017-05-03 23:14:04,187] INFO: CooccurrenceRatio_Bigram_question2_x_question1_1D (1D): corr = 0.298779
[2017-05-03 23:14:04,503] INFO: CooccurrenceRatio_Trigram_question2_x_question1_1D (1D): corr = 0.222539
[2017-05-03 23:14:04,734] INFO: IntersectCount_Unigram_question1_x_question2_1D (1D): corr = 0.138764
[2017-05-03 23:14:05,016] INFO: IntersectCount_Bigram_question1_x_question2_1D (1D): corr = 0.206246
[2017-05-03 23:14:05,361] INFO: IntersectCount_Trigram_question1_x_question2_1D (1D): corr = 0.144027
[2017-05-03 23:14:05,616] INFO: IntersectRatio_Unigram_question1_x_question2_1D (1D): corr = 0.346215
[2017-05-03 23:14:05,912] INFO: IntersectRatio_Bigram_question1_x_question2_1D (1D): corr = 0.321471
[2017-05-03 23:14:06,200] INFO: IntersectRatio_Trigram_question1_x_question2_1D (1D): corr = 0.233914
[2017-05-03 23:14:06,497] INFO: CooccurrenceCount_Unigram_question1_x_question2_1D (1D): corr = 0.073651
[2017-05-03 23:14:06,809] INFO: CooccurrenceCount_Bigram_question1_x_question2_1D (1D): corr = 0.192895
[2017-05-03 23:14:07,121] INFO: CooccurrenceCount_Trigram_question1_x_question2_1D (1D): corr = 0.142555
[2017-05-03 23:14:07,436] INFO: CooccurrenceRatio_Unigram_question1_x_question2_1D (1D): corr = 0.305923
[2017-05-03 23:14:07,785] INFO: CooccurrenceRatio_Bigram_question1_x_question2_1D (1D): corr = 0.298779
[2017-05-03 23:14:08,117] INFO: CooccurrenceRatio_Trigram_question1_x_question2_1D (1D): corr = 0.222539
[2017-05-03 23:14:08,339] INFO: IntersectCount_Unigram_question2_x_question1_1D (1D): corr = 0.139969
[2017-05-03 23:14:08,625] INFO: IntersectCount_Bigram_question2_x_question1_1D (1D): corr = 0.207488
[2017-05-03 23:14:08,926] INFO: IntersectCount_Trigram_question2_x_question1_1D (1D): corr = 0.146132
[2017-05-03 23:14:09,147] INFO: IntersectRatio_Unigram_question2_x_question1_1D (1D): corr = 0.342957
[2017-05-03 23:14:09,426] INFO: IntersectRatio_Bigram_question2_x_question1_1D (1D): corr = 0.310295
[2017-05-03 23:14:09,716] INFO: IntersectRatio_Trigram_question2_x_question1_1D (1D): corr = 0.222158
[2017-05-03 23:14:10,028] INFO: CooccurrenceCount_Unigram_question2_x_question1_1D (1D): corr = 0.073651
[2017-05-03 23:14:10,345] INFO: CooccurrenceCount_Bigram_question2_x_question1_1D (1D): corr = 0.192895
[2017-05-03 23:14:10,661] INFO: CooccurrenceCount_Trigram_question2_x_question1_1D (1D): corr = 0.142555
[2017-05-03 23:14:10,957] INFO: CooccurrenceRatio_Unigram_question2_x_question1_1D (1D): corr = 0.305923
[2017-05-03 23:14:11,267] INFO: CooccurrenceRatio_Bigram_question2_x_question1_1D (1D): corr = 0.298779
[2017-05-03 23:14:11,572] INFO: CooccurrenceRatio_Trigram_question2_x_question1_1D (1D): corr = 0.222539
[2017-05-03 23:45:50,034] INFO: IntersectPosition_Unigram_Mean_question1_x_question2_1D (1D): corr = -0.223441
[2017-05-03 23:45:50,045] INFO: IntersectPosition_Unigram_Std_question1_x_question2_1D (1D): corr = -0.103331
[2017-05-03 23:45:50,046] INFO: IntersectPosition_Unigram_Max_question1_x_question2_1D (1D): corr = -0.169626
[2017-05-03 23:45:50,048] INFO: IntersectPosition_Unigram_Min_question1_x_question2_1D (1D): corr = -0.193915
[2017-05-03 23:45:50,049] INFO: IntersectPosition_Unigram_Median_question1_x_question2_1D (1D): corr = -0.210025
[2017-05-03 23:45:50,186] INFO: IntersectPosition_Bigram_Mean_question1_x_question2_1D (1D): corr = 0.119163
[2017-05-03 23:45:50,188] INFO: IntersectPosition_Bigram_Std_question1_x_question2_1D (1D): corr = 0.169200
[2017-05-03 23:45:50,189] INFO: IntersectPosition_Bigram_Max_question1_x_question2_1D (1D): corr = 0.156969
[2017-05-03 23:45:50,190] INFO: IntersectPosition_Bigram_Min_question1_x_question2_1D (1D): corr = 0.017662
[2017-05-03 23:45:50,192] INFO: IntersectPosition_Bigram_Median_question1_x_question2_1D (1D): corr = 0.123893
[2017-05-03 23:45:50,331] INFO: IntersectPosition_Trigram_Mean_question1_x_question2_1D (1D): corr = 0.179439
[2017-05-03 23:45:50,333] INFO: IntersectPosition_Trigram_Std_question1_x_question2_1D (1D): corr = 0.128955
[2017-05-03 23:45:50,334] INFO: IntersectPosition_Trigram_Max_question1_x_question2_1D (1D): corr = 0.180213
[2017-05-03 23:45:50,335] INFO: IntersectPosition_Trigram_Min_question1_x_question2_1D (1D): corr = 0.146755
[2017-05-03 23:45:50,336] INFO: IntersectPosition_Trigram_Median_question1_x_question2_1D (1D): corr = 0.173685
[2017-05-03 23:45:50,443] INFO: IntersectNormPosition_Unigram_Mean_question1_x_question2_1D (1D): corr = -0.133137
[2017-05-03 23:45:50,445] INFO: IntersectNormPosition_Unigram_Std_question1_x_question2_1D (1D): corr = 0.095853
[2017-05-03 23:45:50,446] INFO: IntersectNormPosition_Unigram_Max_question1_x_question2_1D (1D): corr = 0.001587
[2017-05-03 23:45:50,448] INFO: IntersectNormPosition_Unigram_Min_question1_x_question2_1D (1D): corr = -0.159342
[2017-05-03 23:45:50,451] INFO: IntersectNormPosition_Unigram_Median_question1_x_question2_1D (1D): corr = -0.110201
[2017-05-03 23:45:50,592] INFO: IntersectNormPosition_Bigram_Mean_question1_x_question2_1D (1D): corr = 0.281616
[2017-05-03 23:45:50,594] INFO: IntersectNormPosition_Bigram_Std_question1_x_question2_1D (1D): corr = 0.299502
[2017-05-03 23:45:50,595] INFO: IntersectNormPosition_Bigram_Max_question1_x_question2_1D (1D): corr = 0.349616
[2017-05-03 23:45:50,596] INFO: IntersectNormPosition_Bigram_Min_question1_x_question2_1D (1D): corr = 0.112473
[2017-05-03 23:45:50,597] INFO: IntersectNormPosition_Bigram_Median_question1_x_question2_1D (1D): corr = 0.273420
[2017-05-03 23:45:50,744] INFO: IntersectNormPosition_Trigram_Mean_question1_x_question2_1D (1D): corr = 0.261905
[2017-05-03 23:45:50,745] INFO: IntersectNormPosition_Trigram_Std_question1_x_question2_1D (1D): corr = 0.210436
[2017-05-03 23:45:50,746] INFO: IntersectNormPosition_Trigram_Max_question1_x_question2_1D (1D): corr = 0.280418
[2017-05-03 23:45:50,748] INFO: IntersectNormPosition_Trigram_Min_question1_x_question2_1D (1D): corr = 0.201730
[2017-05-03 23:45:50,750] INFO: IntersectNormPosition_Trigram_Median_question1_x_question2_1D (1D): corr = 0.257174
[2017-05-03 23:45:50,858] INFO: IntersectPosition_Unigram_Mean_question2_x_question1_1D (1D): corr = -0.242202
[2017-05-03 23:45:50,859] INFO: IntersectPosition_Unigram_Std_question2_x_question1_1D (1D): corr = -0.130684
[2017-05-03 23:45:50,861] INFO: IntersectPosition_Unigram_Max_question2_x_question1_1D (1D): corr = -0.201221
[2017-05-03 23:45:50,862] INFO: IntersectPosition_Unigram_Min_question2_x_question1_1D (1D): corr = -0.200921
