[2017-05-07 23:27:08,801] INFO: Run for basic...
[2017-05-07 23:29:14,545] INFO: Combine  13/218 feat: CooccurrenceCount_Unigram_question1_x_question2_1D (1D) (corr = 0.16810638479823461)
[2017-05-07 23:29:14,705] INFO: Combine  14/218 feat: CooccurrenceCount_Unigram_question2_x_question1_1D (1D) (corr = 0.16810638479823461)
[2017-05-07 23:29:14,822] INFO: Combine  15/218 feat: CooccurrenceRatio_Bigram_question1_x_question2_1D (1D) (corr = 0.307879203828915)
[2017-05-07 23:29:14,931] INFO: Combine  16/218 feat: CooccurrenceRatio_Bigram_question2_x_question1_1D (1D) (corr = 0.307879203828915)
[2017-05-07 23:29:15,045] INFO: Combine  17/218 feat: CooccurrenceRatio_Trigram_question1_x_question2_1D (1D) (corr = 0.240180731937185)
[2017-05-07 23:29:15,156] INFO: Combine  18/218 feat: CooccurrenceRatio_Trigram_question2_x_question1_1D (1D) (corr = 0.240180731937185)
[2017-05-07 23:29:15,266] INFO: Combine  19/218 feat: CooccurrenceRatio_Unigram_question1_x_question2_1D (1D) (corr = 0.308206738640578)
[2017-05-07 23:29:15,372] INFO: Combine  20/218 feat: CooccurrenceRatio_Unigram_question2_x_question1_1D (1D) (corr = 0.308206738640578)
[2017-05-07 23:29:15,501] INFO: Drop: DigitCount_question1_1D (1D) (abs corr = 0.0039876580829624995, < threshold = 0.05)
[2017-05-07 23:29:15,629] INFO: Drop: DigitCount_question2_1D (1D) (abs corr = 0.006396068634165991, < threshold = 0.05)
[2017-05-07 23:29:15,728] INFO: Drop: DigitRatio_question1_1D (1D) (abs corr = 0.03569945388445178, < threshold = 0.05)
[2017-05-07 23:29:15,830] INFO: Drop: DigitRatio_question2_1D (1D) (abs corr = 0.03190529053626012, < threshold = 0.05)
[2017-05-07 23:29:15,937] INFO: Combine  21/218 feat: DocEntropy_question1_1D (1D) (corr = -0.14528322782820371)
[2017-05-07 23:29:16,051] INFO: Combine  22/218 feat: DocEntropy_question2_1D (1D) (corr = -0.1461582928024153)
[2017-05-07 23:29:16,213] INFO: Combine  23/218 feat: DocFreq_question1_1D (1D) (corr = 0.34077336595815455)
[2017-05-07 23:29:16,363] INFO: Combine  24/218 feat: DocFreq_question2_1D (1D) (corr = 0.3350328345123778)
[2017-05-07 23:29:16,464] INFO: Drop: DocId_question1_1D (1D) (abs corr = 0.002067737839914635, < threshold = 0.05)
[2017-05-07 23:29:16,571] INFO: Drop: DocId_question2_1D (1D) (abs corr = 0.00011260269612234331, < threshold = 0.05)
[2017-05-07 23:29:16,741] INFO: Combine  25/218 feat: DocLen_question1_1D (1D) (corr = -0.15580009668998154)
[2017-05-07 23:29:16,938] INFO: Combine  26/218 feat: DocLen_question2_1D (1D) (corr = -0.15890005868988388)
[2017-05-07 23:29:17,167] INFO: Combine  27/218 feat: IntersectCount_Bigram_question1_x_question2_1D (1D) (corr = 0.3211231674177934)
[2017-05-07 23:29:17,377] INFO: Combine  28/218 feat: IntersectCount_Bigram_question2_x_question1_1D (1D) (corr = 0.32092677911091105)
[2017-05-07 23:29:17,573] INFO: Combine  29/218 feat: IntersectCount_Trigram_question1_x_question2_1D (1D) (corr = 0.26088647174743174)
[2017-05-07 23:29:17,742] INFO: Combine  30/218 feat: IntersectCount_Trigram_question2_x_question1_1D (1D) (corr = 0.26082447142679754)
[2017-05-07 23:29:18,031] INFO: Combine  31/218 feat: IntersectCount_Unigram_question1_x_question2_1D (1D) (corr = 0.21116103314139595)
[2017-05-07 23:29:18,320] INFO: Combine  32/218 feat: IntersectCount_Unigram_question2_x_question1_1D (1D) (corr = 0.2073266431120101)
[2017-05-07 23:29:18,522] INFO: Combine  33/218 feat: IntersectNormPosition_Bigram_Max_question1_x_question2_1D (1D) (corr = 0.3746398737298794)
[2017-05-07 23:29:18,721] INFO: Combine  34/218 feat: IntersectNormPosition_Bigram_Max_question2_x_question1_1D (1D) (corr = 0.37147677918692307)
[2017-05-07 23:29:18,882] INFO: Combine  35/218 feat: IntersectNormPosition_Bigram_Mean_question1_x_question2_1D (1D) (corr = 0.3105910246090176)
[2017-05-07 23:29:19,068] INFO: Combine  36/218 feat: IntersectNormPosition_Bigram_Mean_question2_x_question1_1D (1D) (corr = 0.30607711327273673)
[2017-05-07 23:29:19,249] INFO: Combine  37/218 feat: IntersectNormPosition_Bigram_Median_question1_x_question2_1D (1D) (corr = 0.30283432060439563)
[2017-05-07 23:29:19,388] INFO: Combine  38/218 feat: IntersectNormPosition_Bigram_Median_question2_x_question1_1D (1D) (corr = 0.29874417795968383)
[2017-05-07 23:29:19,528] INFO: Combine  39/218 feat: IntersectNormPosition_Bigram_Min_question1_x_question2_1D (1D) (corr = 0.14093687500076227)
[2017-05-07 23:29:19,661] INFO: Combine  40/218 feat: IntersectNormPosition_Bigram_Min_question2_x_question1_1D (1D) (corr = 0.13616664748514493)
[2017-05-07 23:29:19,801] INFO: Combine  41/218 feat: IntersectNormPosition_Bigram_Std_question1_x_question2_1D (1D) (corr = 0.30959498621131376)
[2017-05-07 23:29:19,927] INFO: Combine  42/218 feat: IntersectNormPosition_Bigram_Std_question2_x_question1_1D (1D) (corr = 0.3100622435146895)
[2017-05-07 23:29:20,064] INFO: Combine  43/218 feat: IntersectNormPosition_Trigram_Max_question1_x_question2_1D (1D) (corr = 0.30934334622901677)
[2017-05-07 23:29:20,193] INFO: Combine  44/218 feat: IntersectNormPosition_Trigram_Max_question2_x_question1_1D (1D) (corr = 0.3070136077670867)
[2017-05-07 23:29:20,327] INFO: Combine  45/218 feat: IntersectNormPosition_Trigram_Mean_question1_x_question2_1D (1D) (corr = 0.2987807016106388)
[2017-05-07 23:29:20,468] INFO: Combine  46/218 feat: IntersectNormPosition_Trigram_Mean_question2_x_question1_1D (1D) (corr = 0.2964058453303836)
[2017-05-07 23:29:20,598] INFO: Combine  47/218 feat: IntersectNormPosition_Trigram_Median_question1_x_question2_1D (1D) (corr = 0.29621077335533214)
[2017-05-07 23:29:20,746] INFO: Combine  48/218 feat: IntersectNormPosition_Trigram_Median_question2_x_question1_1D (1D) (corr = 0.2940533079776819)
[2017-05-07 23:29:20,879] INFO: Combine  49/218 feat: IntersectNormPosition_Trigram_Min_question1_x_question2_1D (1D) (corr = 0.24097384324903254)
[2017-05-07 23:29:21,002] INFO: Combine  50/218 feat: IntersectNormPosition_Trigram_Min_question2_x_question1_1D (1D) (corr = 0.2385426564510609)
[2017-05-07 23:29:21,130] INFO: Combine  51/218 feat: IntersectNormPosition_Trigram_Std_question1_x_question2_1D (1D) (corr = 0.20965727028502745)
[2017-05-07 23:29:21,271] INFO: Combine  52/218 feat: IntersectNormPosition_Trigram_Std_question2_x_question1_1D (1D) (corr = 0.20874546964989188)
[2017-05-07 23:29:21,384] INFO: Drop: IntersectNormPosition_Unigram_Max_question1_x_question2_1D (1D) (abs corr = 0.022666726123168935, < threshold = 0.05)
[2017-05-07 23:29:21,488] INFO: Drop: IntersectNormPosition_Unigram_Max_question2_x_question1_1D (1D) (abs corr = 0.02486368985418324, < threshold = 0.05)
[2017-05-07 23:29:21,602] INFO: Combine  53/218 feat: IntersectNormPosition_Unigram_Mean_question1_x_question2_1D (1D) (corr = -0.11010063391889567)
[2017-05-07 23:29:21,749] INFO: Combine  54/218 feat: IntersectNormPosition_Unigram_Mean_question2_x_question1_1D (1D) (corr = -0.11738622562103239)
[2017-05-07 23:29:21,876] INFO: Combine  55/218 feat: IntersectNormPosition_Unigram_Median_question1_x_question2_1D (1D) (corr = -0.06944084872956921)
[2017-05-07 23:29:22,001] INFO: Combine  56/218 feat: IntersectNormPosition_Unigram_Median_question2_x_question1_1D (1D) (corr = -0.07839926396160321)
[2017-05-07 23:29:22,123] INFO: Combine  57/218 feat: IntersectNormPosition_Unigram_Min_question1_x_question2_1D (1D) (corr = -0.1623733545253656)
[2017-05-07 23:29:22,255] INFO: Combine  58/218 feat: IntersectNormPosition_Unigram_Min_question2_x_question1_1D (1D) (corr = -0.1663976149561852)
[2017-05-07 23:29:22,379] INFO: Combine  59/218 feat: IntersectNormPosition_Unigram_Std_question1_x_question2_1D (1D) (corr = 0.08984973300431763)
[2017-05-07 23:29:22,499] INFO: Combine  60/218 feat: IntersectNormPosition_Unigram_Std_question2_x_question1_1D (1D) (corr = 0.09487523931177665)
[2017-05-07 23:29:22,679] INFO: Combine  61/218 feat: IntersectPosition_Bigram_Max_question1_x_question2_1D (1D) (corr = 0.2978744339397428)
[2017-05-07 23:29:22,845] INFO: Combine  62/218 feat: IntersectPosition_Bigram_Max_question2_x_question1_1D (1D) (corr = 0.2902798639994474)
[2017-05-07 23:29:23,041] INFO: Combine  63/218 feat: IntersectPosition_Bigram_Mean_question1_x_question2_1D (1D) (corr = 0.26988124228992943)
[2017-05-07 23:29:23,220] INFO: Combine  64/218 feat: IntersectPosition_Bigram_Mean_question2_x_question1_1D (1D) (corr = 0.26093450729801765)
[2017-05-07 23:29:23,415] INFO: Combine  65/218 feat: IntersectPosition_Bigram_Median_question1_x_question2_1D (1D) (corr = 0.2666469424863412)
[2017-05-07 23:29:23,644] INFO: Combine  66/218 feat: IntersectPosition_Bigram_Median_question2_x_question1_1D (1D) (corr = 0.258143228858886)
[2017-05-07 23:29:23,899] INFO: Combine  67/218 feat: IntersectPosition_Bigram_Min_question1_x_question2_1D (1D) (corr = 0.15747903052973067)
[2017-05-07 23:29:24,104] INFO: Combine  68/218 feat: IntersectPosition_Bigram_Min_question2_x_question1_1D (1D) (corr = 0.1485560830915255)
[2017-05-07 23:29:24,324] INFO: Combine  69/218 feat: IntersectPosition_Bigram_Std_question1_x_question2_1D (1D) (corr = 0.2719480563391841)
[2017-05-07 23:29:24,559] INFO: Combine  70/218 feat: IntersectPosition_Bigram_Std_question2_x_question1_1D (1D) (corr = 0.26695587304210805)
[2017-05-07 23:29:24,783] INFO: Combine  71/218 feat: IntersectPosition_Trigram_Max_question1_x_question2_1D (1D) (corr = 0.28108020448479976)
[2017-05-07 23:29:25,041] INFO: Combine  72/218 feat: IntersectPosition_Trigram_Max_question2_x_question1_1D (1D) (corr = 0.2776912957958044)
[2017-05-07 23:29:25,329] INFO: Combine  73/218 feat: IntersectPosition_Trigram_Mean_question1_x_question2_1D (1D) (corr = 0.279414837350151)
[2017-05-07 23:29:25,526] INFO: Combine  74/218 feat: IntersectPosition_Trigram_Mean_question2_x_question1_1D (1D) (corr = 0.27538300924503745)
[2017-05-07 23:29:25,727] INFO: Combine  75/218 feat: IntersectPosition_Trigram_Median_question1_x_question2_1D (1D) (corr = 0.27802812765206886)
[2017-05-07 23:29:25,943] INFO: Combine  76/218 feat: IntersectPosition_Trigram_Median_question2_x_question1_1D (1D) (corr = 0.2741182279749494)
[2017-05-07 23:29:26,150] INFO: Combine  77/218 feat: IntersectPosition_Trigram_Min_question1_x_question2_1D (1D) (corr = 0.25678737990095496)
[2017-05-07 23:29:26,352] INFO: Combine  78/218 feat: IntersectPosition_Trigram_Min_question2_x_question1_1D (1D) (corr = 0.25167275778439036)
[2017-05-07 23:29:26,534] INFO: Combine  79/218 feat: IntersectPosition_Trigram_Std_question1_x_question2_1D (1D) (corr = 0.19390436952895465)
[2017-05-07 23:29:26,717] INFO: Combine  80/218 feat: IntersectPosition_Trigram_Std_question2_x_question1_1D (1D) (corr = 0.1930171866350253)
[2017-05-07 23:29:26,880] INFO: Combine  81/218 feat: IntersectPosition_Unigram_Max_question1_x_question2_1D (1D) (corr = -0.15257977375886447)
[2017-05-07 23:29:27,059] INFO: Combine  82/218 feat: IntersectPosition_Unigram_Max_question2_x_question1_1D (1D) (corr = -0.15551054389254743)
[2017-05-07 23:29:27,240] INFO: Combine  83/218 feat: IntersectPosition_Unigram_Mean_question1_x_question2_1D (1D) (corr = -0.1999914102644892)
[2017-05-07 23:29:27,409] INFO: Combine  84/218 feat: IntersectPosition_Unigram_Mean_question2_x_question1_1D (1D) (corr = -0.20611887471092938)
[2017-05-07 23:29:27,584] INFO: Combine  85/218 feat: IntersectPosition_Unigram_Median_question1_x_question2_1D (1D) (corr = -0.17030002573557496)
[2017-05-07 23:29:27,770] INFO: Combine  86/218 feat: IntersectPosition_Unigram_Median_question2_x_question1_1D (1D) (corr = -0.18005438404431084)
[2017-05-07 23:29:27,939] INFO: Combine  87/218 feat: IntersectPosition_Unigram_Min_question1_x_question2_1D (1D) (corr = -0.20785709082203313)
[2017-05-07 23:29:28,100] INFO: Combine  88/218 feat: IntersectPosition_Unigram_Min_question2_x_question1_1D (1D) (corr = -0.21340981338212936)
[2017-05-07 23:29:28,254] INFO: Drop: IntersectPosition_Unigram_Std_question1_x_question2_1D (1D) (abs corr = 0.029144232170434353, < threshold = 0.05)
[2017-05-07 23:29:28,418] INFO: Drop: IntersectPosition_Unigram_Std_question2_x_question1_1D (1D) (abs corr = 0.0351130391882442, < threshold = 0.05)
[2017-05-07 23:29:28,524] INFO: Combine  89/218 feat: IntersectRatio_Bigram_question1_x_question2_1D (1D) (corr = 0.31965080268574414)
[2017-05-07 23:29:28,639] INFO: Combine  90/218 feat: IntersectRatio_Bigram_question2_x_question1_1D (1D) (corr = 0.31708631423287964)
[2017-05-07 23:29:28,776] INFO: Combine  91/218 feat: IntersectRatio_Trigram_question1_x_question2_1D (1D) (corr = 0.24544799186480462)
[2017-05-07 23:29:28,903] INFO: Combine  92/218 feat: IntersectRatio_Trigram_question2_x_question1_1D (1D) (corr = 0.24204652540825283)
[2017-05-07 23:29:29,028] INFO: Combine  93/218 feat: IntersectRatio_Unigram_question1_x_question2_1D (1D) (corr = 0.34055749883707254)
[2017-05-07 23:29:29,162] INFO: Combine  94/218 feat: IntersectRatio_Unigram_question2_x_question1_1D (1D) (corr = 0.34398177317761514)
[2017-05-07 23:29:29,294] INFO: Combine  95/218 feat: LongestMatchRatio_question1_x_question2_1D (1D) (corr = 0.18719228322728237)
[2017-05-07 23:29:29,434] INFO: Combine  96/218 feat: LongestMatchRatio_question2_x_question1_1D (1D) (corr = 0.18655753048849721)
[2017-05-07 23:29:29,624] INFO: Combine  97/218 feat: LongestMatchSize_question1_x_question2_1D (1D) (corr = 0.2098310273643844)
[2017-05-07 23:29:29,794] INFO: Combine  98/218 feat: LongestMatchSize_question2_x_question1_1D (1D) (corr = 0.2069800945999701)
[2017-05-07 23:29:29,959] INFO: Combine  99/218 feat: MatchQueryCount_question1_x_question2_1D (1D) (corr = 0.07373998963134641)
[2017-05-07 23:29:30,150] INFO: Combine 100/218 feat: MatchQueryCount_question2_x_question1_1D (1D) (corr = 0.07524464338081327)
[2017-05-07 23:29:30,312] INFO: Combine 101/218 feat: MatchQueryRatio_question1_x_question2_1D (1D) (corr = 0.060143489773099815)
[2017-05-07 23:29:30,474] INFO: Combine 102/218 feat: MatchQueryRatio_question2_x_question1_1D (1D) (corr = 0.06260504354114275)
[2017-05-07 23:29:30,638] INFO: Combine 103/218 feat: StatCoocBM25_Bigram_Max_question1_x_question2_1D (1D) (corr = 0.3042302755074569)
[2017-05-07 23:29:30,817] INFO: Combine 104/218 feat: StatCoocBM25_Bigram_Max_question2_x_question1_1D (1D) (corr = 0.30427398082086077)
[2017-05-07 23:29:31,115] INFO: Combine 105/218 feat: StatCoocBM25_Bigram_Mean_question1_x_question2_1D (1D) (corr = 0.3186870361901789)
[2017-05-07 23:35:02,424] INFO: Combine 106/218 feat: StatCoocBM25_Bigram_Mean_question2_x_question1_1D (1D) (corr = 0.3162681305304705)
[2017-05-07 23:35:02,813] INFO: Combine 107/218 feat: StatCoocBM25_Bigram_Median_question1_x_question2_1D (1D) (corr = 0.19520267826472695)
[2017-05-07 23:35:02,961] INFO: Combine 108/218 feat: StatCoocBM25_Bigram_Median_question2_x_question1_1D (1D) (corr = 0.19201685350750533)
[2017-05-07 23:35:03,132] INFO: Combine 109/218 feat: StatCoocBM25_Bigram_Min_question1_x_question2_1D (1D) (corr = 0.07403003129624104)
[2017-05-07 23:35:03,298] INFO: Combine 110/218 feat: StatCoocBM25_Bigram_Min_question2_x_question1_1D (1D) (corr = 0.07358472590444663)
[2017-05-07 23:35:03,452] INFO: Combine 111/218 feat: StatCoocBM25_Bigram_Std_question1_x_question2_1D (1D) (corr = 0.3239535964202608)
[2017-05-07 23:35:03,590] INFO: Combine 112/218 feat: StatCoocBM25_Bigram_Std_question2_x_question1_1D (1D) (corr = 0.3255364400992038)
[2017-05-07 23:35:03,831] INFO: Combine 113/218 feat: StatCoocBM25_Trigram_Max_question1_x_question2_1D (1D) (corr = 0.2929756442105203)
[2017-05-07 23:35:03,974] INFO: Combine 114/218 feat: StatCoocBM25_Trigram_Max_question2_x_question1_1D (1D) (corr = 0.2943644110089826)
[2017-05-07 23:35:04,147] INFO: Combine 115/218 feat: StatCoocBM25_Trigram_Mean_question1_x_question2_1D (1D) (corr = 0.25373413310694976)
[2017-05-07 23:35:04,286] INFO: Combine 116/218 feat: StatCoocBM25_Trigram_Mean_question2_x_question1_1D (1D) (corr = 0.25146345508070816)
[2017-05-07 23:35:04,438] INFO: Combine 117/218 feat: StatCoocBM25_Trigram_Median_question1_x_question2_1D (1D) (corr = 0.14330120060963403)
[2017-05-07 23:35:04,589] INFO: Combine 118/218 feat: StatCoocBM25_Trigram_Median_question2_x_question1_1D (1D) (corr = 0.13917994811895856)
[2017-05-07 23:35:04,726] INFO: Combine 119/218 feat: StatCoocBM25_Trigram_Min_question1_x_question2_1D (1D) (corr = 0.06681157765135994)
[2017-05-07 23:35:04,901] INFO: Combine 120/218 feat: StatCoocBM25_Trigram_Min_question2_x_question1_1D (1D) (corr = 0.06603315159970953)
[2017-05-07 23:35:05,041] INFO: Combine 121/218 feat: StatCoocBM25_Trigram_Std_question1_x_question2_1D (1D) (corr = 0.29171068046360954)
[2017-05-07 23:35:05,201] INFO: Combine 122/218 feat: StatCoocBM25_Trigram_Std_question2_x_question1_1D (1D) (corr = 0.29378317215023675)
[2017-05-07 23:35:05,353] INFO: Combine 123/218 feat: StatCoocBM25_Unigram_Max_question1_x_question2_1D (1D) (corr = 0.15935091441351415)
[2017-05-07 23:35:05,490] INFO: Combine 124/218 feat: StatCoocBM25_Unigram_Max_question2_x_question1_1D (1D) (corr = 0.1559710832768436)
[2017-05-07 23:35:05,636] INFO: Combine 125/218 feat: StatCoocBM25_Unigram_Mean_question1_x_question2_1D (1D) (corr = 0.31824504043506535)
[2017-05-07 23:35:05,885] INFO: Combine 126/218 feat: StatCoocBM25_Unigram_Mean_question2_x_question1_1D (1D) (corr = 0.31921593930688014)
[2017-05-07 23:35:06,104] INFO: Combine 127/218 feat: StatCoocBM25_Unigram_Median_question1_x_question2_1D (1D) (corr = 0.26013539721505774)
[2017-05-07 23:35:06,265] INFO: Combine 128/218 feat: StatCoocBM25_Unigram_Median_question2_x_question1_1D (1D) (corr = 0.26418195597858074)
[2017-05-07 23:35:06,450] INFO: Combine 129/218 feat: StatCoocBM25_Unigram_Min_question1_x_question2_1D (1D) (corr = -0.1366363300803289)
[2017-05-07 23:35:06,728] INFO: Combine 130/218 feat: StatCoocBM25_Unigram_Min_question2_x_question1_1D (1D) (corr = -0.13903729036217521)
[2017-05-07 23:35:06,858] INFO: Combine 131/218 feat: StatCoocBM25_Unigram_Std_question1_x_question2_1D (1D) (corr = 0.2191249419095373)
[2017-05-07 23:35:07,019] INFO: Combine 132/218 feat: StatCoocBM25_Unigram_Std_question2_x_question1_1D (1D) (corr = 0.2167734109978421)
[2017-05-07 23:35:07,193] INFO: Combine 133/218 feat: StatCoocTFIDF_Bigram_Max_question1_x_question2_1D (1D) (corr = 0.2576654955961371)
[2017-05-07 23:35:07,370] INFO: Combine 134/218 feat: StatCoocTFIDF_Bigram_Max_question2_x_question1_1D (1D) (corr = 0.25765177477238344)
[2017-05-07 23:35:07,553] INFO: Combine 135/218 feat: StatCoocTFIDF_Bigram_Mean_question1_x_question2_1D (1D) (corr = 0.29923052236835584)
[2017-05-07 23:35:07,752] INFO: Combine 136/218 feat: StatCoocTFIDF_Bigram_Mean_question2_x_question1_1D (1D) (corr = 0.29698774649107135)
[2017-05-07 23:35:07,928] INFO: Combine 137/218 feat: StatCoocTFIDF_Bigram_Median_question1_x_question2_1D (1D) (corr = 0.18366572902971262)
[2017-05-07 23:35:08,139] INFO: Combine 138/218 feat: StatCoocTFIDF_Bigram_Median_question2_x_question1_1D (1D) (corr = 0.180347387230539)
[2017-05-07 23:35:08,376] INFO: Combine 139/218 feat: StatCoocTFIDF_Bigram_Min_question1_x_question2_1D (1D) (corr = 0.07750941973217418)
[2017-05-07 23:35:08,631] INFO: Combine 140/218 feat: StatCoocTFIDF_Bigram_Min_question2_x_question1_1D (1D) (corr = 0.07645198348444178)
[2017-05-07 23:35:08,889] INFO: Combine 141/218 feat: StatCoocTFIDF_Bigram_Std_question1_x_question2_1D (1D) (corr = 0.30393061716613246)
[2017-05-07 23:35:09,104] INFO: Combine 142/218 feat: StatCoocTFIDF_Bigram_Std_question2_x_question1_1D (1D) (corr = 0.3058551108392929)
[2017-05-07 23:35:09,400] INFO: Combine 143/218 feat: StatCoocTFIDF_Trigram_Max_question1_x_question2_1D (1D) (corr = 0.2732536134478056)
[2017-05-07 23:35:09,560] INFO: Combine 144/218 feat: StatCoocTFIDF_Trigram_Max_question2_x_question1_1D (1D) (corr = 0.27386038507568944)
[2017-05-07 23:35:09,769] INFO: Combine 145/218 feat: StatCoocTFIDF_Trigram_Mean_question1_x_question2_1D (1D) (corr = 0.24309452219142422)
[2017-05-07 23:35:09,947] INFO: Combine 146/218 feat: StatCoocTFIDF_Trigram_Mean_question2_x_question1_1D (1D) (corr = 0.24012358587643454)
[2017-05-07 23:35:10,114] INFO: Combine 147/218 feat: StatCoocTFIDF_Trigram_Median_question1_x_question2_1D (1D) (corr = 0.13438300367491943)
[2017-05-07 23:35:10,269] INFO: Combine 148/218 feat: StatCoocTFIDF_Trigram_Median_question2_x_question1_1D (1D) (corr = 0.13012979683870138)
[2017-05-07 23:35:10,444] INFO: Combine 149/218 feat: StatCoocTFIDF_Trigram_Min_question1_x_question2_1D (1D) (corr = 0.07133712407581665)
[2017-05-07 23:35:10,637] INFO: Combine 150/218 feat: StatCoocTFIDF_Trigram_Min_question2_x_question1_1D (1D) (corr = 0.06965974828064357)
[2017-05-07 23:35:10,805] INFO: Combine 151/218 feat: StatCoocTFIDF_Trigram_Std_question1_x_question2_1D (1D) (corr = 0.2864262017868224)
[2017-05-07 23:35:11,031] INFO: Combine 152/218 feat: StatCoocTFIDF_Trigram_Std_question2_x_question1_1D (1D) (corr = 0.28809525488757237)
[2017-05-07 23:35:11,194] INFO: Combine 153/218 feat: StatCoocTFIDF_Unigram_Max_question1_x_question2_1D (1D) (corr = 0.056086624534937714)
[2017-05-07 23:35:11,391] INFO: Combine 154/218 feat: StatCoocTFIDF_Unigram_Max_question2_x_question1_1D (1D) (corr = 0.054466226247849255)
[2017-05-07 23:35:11,542] INFO: Combine 155/218 feat: StatCoocTFIDF_Unigram_Mean_question1_x_question2_1D (1D) (corr = 0.24186709289828792)
[2017-05-07 23:35:11,903] INFO: Combine 156/218 feat: StatCoocTFIDF_Unigram_Mean_question2_x_question1_1D (1D) (corr = 0.24856710356361014)
[2017-05-07 23:35:12,088] INFO: Combine 157/218 feat: StatCoocTFIDF_Unigram_Median_question1_x_question2_1D (1D) (corr = 0.23008843724676334)
[2017-05-07 23:35:12,275] INFO: Combine 158/218 feat: StatCoocTFIDF_Unigram_Median_question2_x_question1_1D (1D) (corr = 0.23987357420539965)
[2017-05-07 23:35:12,426] INFO: Drop: StatCoocTFIDF_Unigram_Min_question1_x_question2_1D (1D) (abs corr = 0.04352112163584229, < threshold = 0.05)
[2017-05-07 23:35:12,570] INFO: Drop: StatCoocTFIDF_Unigram_Min_question2_x_question1_1D (1D) (abs corr = 0.030766778107974742, < threshold = 0.05)
[2017-05-07 23:35:12,840] INFO: Combine 159/218 feat: StatCoocTFIDF_Unigram_Std_question1_x_question2_1D (1D) (corr = 0.12489356643688815)
[2017-05-07 23:35:13,188] INFO: Combine 160/218 feat: StatCoocTFIDF_Unigram_Std_question2_x_question1_1D (1D) (corr = 0.12764792513578524)
[2017-05-07 23:35:13,321] INFO: Combine 161/218 feat: StatCoocTF_Bigram_Max_question1_x_question2_1D (1D) (corr = 0.2534652664542197)
[2017-05-07 23:35:13,484] INFO: Combine 162/218 feat: StatCoocTF_Bigram_Max_question2_x_question1_1D (1D) (corr = 0.2555700890432162)
[2017-05-07 23:35:13,639] INFO: Combine 163/218 feat: StatCoocTF_Bigram_Mean_question1_x_question2_1D (1D) (corr = 0.312698827607638)
[2017-05-07 23:35:13,869] INFO: Combine 164/218 feat: StatCoocTF_Bigram_Mean_question2_x_question1_1D (1D) (corr = 0.3104940838765059)
[2017-05-07 23:35:14,052] INFO: Combine 165/218 feat: StatCoocTF_Bigram_Median_question1_x_question2_1D (1D) (corr = 0.20427320264979393)
[2017-05-07 23:35:14,297] INFO: Combine 166/218 feat: StatCoocTF_Bigram_Median_question2_x_question1_1D (1D) (corr = 0.20252777534287492)
[2017-05-07 23:35:14,494] INFO: Combine 167/218 feat: StatCoocTF_Bigram_Min_question1_x_question2_1D (1D) (corr = 0.08667269890108537)
[2017-05-07 23:35:14,688] INFO: Combine 168/218 feat: StatCoocTF_Bigram_Min_question2_x_question1_1D (1D) (corr = 0.08327367303424575)
[2017-05-07 23:35:14,885] INFO: Combine 169/218 feat: StatCoocTF_Bigram_Std_question1_x_question2_1D (1D) (corr = 0.3301421247631916)
